Year,Family,Genus,Reported.Taxon,Quantity,Unit,Importer,Exporter,Origin,Purpose,Source,Reporter.Type
2021,Alopiidae,Alopias,Alopias superciliosus,275,kg,PE,EC,,T,W,I
2021,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,1529.1,kg,PE,EC,,T,W,I
2021,Lamnidae,Isurus,Isurus oxyrinchus,92.75,kg,PE,EC,,T,W,I
2021,Lamnidae,Isurus,Isurus oxyrinchus,3168,kg,SG,ES,HS,T,X,E
2021,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,117.3,kg,HK,MX,,T,W,I
2016,Sphyrnidae,Sphyrna,Sphyrna lewini,12.85,kg,HK,AU,,T,W,I
2016,Sphyrnidae,Sphyrna,Sphyrna lewini,2.4,kg,HK,AU,,T,W,I
2016,Sphyrnidae,Sphyrna,Sphyrna mokarran,41.5,kg,HK,AU,,T,W,E
2016,Sphyrnidae,Sphyrna,Sphyrna mokarran,50.74,kg,HK,AU,,T,W,E
2016,Sphyrnidae,Sphyrna,Sphyrna zygaena,0.55,kg,HK,AU,,T,W,I
2016,Sphyrnidae,Sphyrna,Sphyrna zygaena,5,kg,HK,AU,,T,W,I
2021,Lamnidae,Isurus,Isurus oxyrinchus,25000,kg,TW,JP,,T,W,E
2020,Lamnidae,Isurus,Isurus oxyrinchus,2656,kg,SG,NAM,,T,W,I
2021,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,215.25,kg,HK,MX,,T,W,I
2021,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,24000,kg,MX,CR,,T,,E
2019,Sphyrnidae,Sphyrna,Sphyrna lewini,340,kg,CN,MX,,T,W,E
2021,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,93.45,kg,HK,YE,,T,W,E
2021,Sphyrnidae,Sphyrna,Sphyrna lewini,1506.2,kg,HK,YE,,T,W,E
2021,Lamnidae,Isurus,Isurus oxyrinchus,18685,kg,KR,TW,,T,W,I
2021,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,912,kg,HK,MX,,T,W,I
2020,Alopiidae,Alopias,Alopias pelagicus,199.82,kg,CN,MX,,T,W,E
2020,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,253.67,kg,CN,MX,,T,W,E
2020,Lamnidae,Isurus,Isurus oxyrinchus,26470,kg,PT,NAM,,T,W,E
2019,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,185.02,kg,CN,MX,,T,W,E
2019,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,461.1,kg,HK,MX,,T,W,I
2022,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,4000,kg,HK,LK,,T,W,E
2022,Lamnidae,Isurus,Isurus oxyrinchus,1000,kg,HK,LK,,T,W,E
2020,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,211,kg,CN,MX,,T,W,E
2021,Myliobatidae,Mobula,Mobula mobular,98.7,kg,HK,LK,,T,W,I
2021,Myliobatidae,Mobula,Mobula spp.,230,kg,HK,LK,,T,W,I
2021,Myliobatidae,Mobula,Mobula tarapacana,149,kg,HK,LK,,T,W,I
2020,Lamnidae,Isurus,Isurus oxyrinchus,1537,kg,TW,SC,,T,W,E
2015,Sphyrnidae,Sphyrna,Sphyrna lewini,941.82,kg,HK,MX,,T,W,I
2019,Sphyrnidae,Sphyrna,Sphyrna mokarran,670,kg,CN,MX,,T,W,E
2020,Lamnidae,Isurus,Isurus oxyrinchus,83.875,kg,HK,MA,,T,W,E
2018,Alopiidae,Alopias,Alopias pelagicus,1040,kg,PE,EC,,T,W,I
2018,Alopiidae,Alopias,Alopias superciliosus,70,kg,PE,EC,,T,W,I
2018,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,255,kg,PE,EC,,T,W,I
2018,Alopiidae,Alopias,Alopias pelagicus,1796,kg,PE,EC,,T,O,E
2018,Alopiidae,Alopias,Alopias superciliosus,155,kg,PE,EC,,T,O,E
2018,Alopiidae,Alopias,Alopias vulpinus,0.1,kg,PE,EC,,T,O,E
2018,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,19,kg,PE,EC,,T,O,E
2021,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,2450,kg,HK,ID,,T,W,I
2021,Sphyrnidae,Sphyrna,Sphyrna lewini,250,kg,HK,ID,,T,W,I
2015,Sphyrnidae,Sphyrna,Sphyrna mokarran,240,kg,HK,MX,,T,W,I
2021,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,24000,kg,MX,CR,,T,,E
2019,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,75,kg,HK,MX,,T,W,I
2017,Sphyrnidae,Sphyrna,Sphyrna zygaena,512.79,kg,CN,MX,,T,W,E
2019,Alopiidae,Alopias,Alopias pelagicus,180,kg,HK,GT,,T,O,I
2019,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,1675,kg,HK,GT,,T,O,I
2019,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,963,kg,HK,GT,,T,O,I
2021,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,1750,kg,HK,LK,,T,W,E
2017,Alopiidae,Alopias,Alopias pelagicus,2116,kg,PE,EC,,T,W,I
2017,Alopiidae,Alopias,Alopias superciliosus,44,kg,PE,EC,,T,W,I
2018,Sphyrnidae,,Sphyrnidae spp.,475,kg,HK,YE,,T,W,I
2016,Sphyrnidae,Sphyrna,Sphyrna lewini,40,kg,HK,NI,,T,W,E
2015,Sphyrnidae,Sphyrna,Sphyrna lewini,167.85,kg,HK,CR,,T,W,I
2015,Sphyrnidae,Sphyrna,Sphyrna zygaena,323.2,kg,HK,CR,,T,W,I
2020,Myliobatidae,Mobula,Mobula japanica,425,kg,HK,LK,,T,W,I
2021,Lamnidae,Isurus,Isurus oxyrinchus,1500,kg,HK,OM,,T,W,E
2016,Sphyrnidae,Sphyrna,Sphyrna lewini,24000,kg,KR,CN,,T,O,E
2021,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,1000,kg,SG,LK,,T,W,E
2021,Sphyrnidae,Sphyrna,Sphyrna zygaena,200,kg,SG,LK,,T,W,E
2022,Lamnidae,Isurus,Isurus oxyrinchus,1040,kg,HK,OM,,T,W,E
2022,Alopiidae,Alopias,Alopias superciliosus,280,kg,HK,OM,,T,W,E
2022,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,175,kg,HK,OM,,T,W,E
2022,Lamnidae,Isurus,Isurus oxyrinchus,24,kg,HK,OM,,T,W,E
2022,Sphyrnidae,Sphyrna,Sphyrna zygaena,248,kg,HK,OM,,T,W,E
2019,Sphyrnidae,Sphyrna,Sphyrna zygaena,1053.6,kg,HK,MX,,T,W,I
2018,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,506,kg,CN,MX,,T,W,E
2018,Sphyrnidae,Sphyrna,Sphyrna lewini,114,kg,CN,MX,,T,W,E
2018,Sphyrnidae,Sphyrna,Sphyrna zygaena,105,kg,CN,MX,,T,W,E
2022,Myliobatidae,Mobula,Mobula spp.,150,kg,HK,LK,,T,W,E
2022,Sphyrnidae,Sphyrna,Sphyrna mokarran,1500,kg,HK,OM,,T,W,E
2022,Sphyrnidae,Sphyrna,Sphyrna zygaena,74,kg,HK,OM,,T,W,E
2018,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,680,kg,HK,LK,,T,W,E
2022,Myliobatidae,Mobula,Mobula japanica,120,kg,HK,LK,,T,W,E
2022,Myliobatidae,Mobula,Mobula spp.,75,kg,HK,LK,,T,W,E
2022,Myliobatidae,Mobula,Mobula tarapacana,70,kg,HK,LK,,T,W,E
2020,Lamnidae,Isurus,Isurus oxyrinchus,16733,kg,KR,TW,,T,W,I
2020,Alopiidae,Alopias,Alopias pelagicus,621.15,kg,HK,CR,,,,E
2020,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,2892.83,kg,HK,CR,,,,E
2021,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,728.8,kg,HK,ID,,T,W,E
2021,Sphyrnidae,Sphyrna,Sphyrna lewini,17.2,kg,HK,ID,,T,W,E
2018,Alopiidae,Alopias,Alopias pelagicus,2400,kg,PE,EC,,T,W,I
2018,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,600,kg,PE,EC,,T,W,I
2019,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,23000,kg,MX,CR,,,,E
2021,Lamnidae,Isurus,Isurus oxyrinchus,1074,kg,KR,TW,,T,W,I
2022,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,700,kg,HK,LK,,T,W,E
2022,Lamnidae,Isurus,Isurus paucus,900,kg,HK,LK,,T,W,E
2022,Sphyrnidae,Sphyrna,Sphyrna zygaena,250,kg,HK,LK,,T,W,E
2021,Lamnidae,Isurus,Isurus oxyrinchus,16272,kg,KR,TW,,T,W,I
2019,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,900,kg,HK,OM,,T,W,I
2019,Carcharhinidae,Carcharhinus,Carcharhinus longimanus,400,kg,HK,OM,,T,W,I
2019,Lamnidae,Isurus,Isurus oxyrinchus,600,kg,HK,OM,,T,W,I
2019,Sphyrnidae,Sphyrna,Sphyrna lewini,700,kg,HK,OM,,T,W,I
2021,Alopiidae,Alopias,Alopias pelagicus,0.02,kg,GB,ID,,S,W,E
2021,Alopiidae,Alopias,Alopias pelagicus,0.01,kg,GB,ID,,S,W,E
2021,Alopiidae,Alopias,Alopias spp.,0.01,kg,GB,ID,,S,W,E
2021,Alopiidae,Alopias,Alopias spp.,0.01,kg,GB,ID,,S,W,E
2021,Alopiidae,Alopias,Alopias superciliosus,0.01,kg,GB,ID,,S,W,E
2021,Alopiidae,Alopias,Alopias superciliosus,0.03,kg,GB,ID,,S,W,E
2021,Pristidae,Anoxypristis,Anoxypristis cuspidata,0.01,kg,GB,ID,,S,W,E
2021,Pristidae,Anoxypristis,Anoxypristis cuspidata,0.03,kg,GB,ID,,S,W,E
2021,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,0.34,kg,GB,ID,,S,W,E
2021,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,0.06,kg,GB,ID,,S,W,E
2021,Carcharhinidae,Carcharhinus,Carcharhinus longimanus,0.05,kg,GB,ID,,S,W,E
2021,Lamnidae,Isurus,Isurus oxyrinchus,0.01,kg,GB,ID,,S,W,E
2021,Lamnidae,Isurus,Isurus oxyrinchus,0.04,kg,GB,ID,,S,W,E
2021,Lamnidae,Isurus,Isurus paucus,0.05,kg,GB,ID,,S,W,E
2021,Lamnidae,Isurus,Isurus spp.,0.01,kg,GB,ID,,S,W,E
2021,Lamnidae,Isurus,Isurus spp.,0.01,kg,GB,ID,,S,W,E
2021,Lamnidae,Lamna,Lamna nasus,0.04,kg,GB,ID,,S,W,E
2021,Myliobatidae,Mobula,Mobula birostris,0.01,kg,GB,ID,,S,W,E
2021,Myliobatidae,Mobula,Mobula spp.,0.01,kg,GB,ID,,S,W,E
2021,Myliobatidae,Mobula,Mobula spp.,0.04,kg,GB,ID,,S,W,E
2021,Pristidae,Pristis,Pristis pristis,0.01,kg,GB,ID,,S,W,E
2021,Sphyrnidae,Sphyrna,Sphyrna lewini,0.19,kg,GB,ID,,S,W,E
2021,Sphyrnidae,Sphyrna,Sphyrna lewini,0.02,kg,GB,ID,,S,W,E
2021,Sphyrnidae,Sphyrna,Sphyrna mokarran,0.02,kg,GB,ID,,S,W,E
2021,Sphyrnidae,Sphyrna,Sphyrna mokarran,0.03,kg,GB,ID,,S,W,E
2021,Sphyrnidae,Sphyrna,Sphyrnidae spp.,0.08,kg,GB,ID,,S,W,E
2021,Sphyrnidae,Sphyrna,Sphyrnidae spp.,0.09,kg,GB,ID,,S,W,E
2020,Lamnidae,Isurus,Isurus oxyrinchus,10000,kg,TW,VU,,T,W,E
2020,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,600,kg,HK,LK,,T,W,E
2020,Lamnidae,Isurus,Isurus oxyrinchus,300,kg,HK,LK,,T,W,E
2021,Sphyrnidae,Sphyrna,Sphyrna zygaena,422.19,kg,HK,PE,,T,W,I
2021,Myliobatidae,Mobula,Mobula spp.,200,kg,HK,LK,,T,W,E
2021,Alopiidae,Alopias,Alopias pelagicus,5093,kg,PE,EC,,T,W,I
2020,Sphyrnidae,Sphyrna,Sphyrna zygaena,420,kg,HK,PE,,T,W,I
2018,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,64.3,kg,CN,MX,,T,W,E
2018,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,197.61,kg,CN,MX,,T,O,E
2021,Myliobatidae,Mobula,Mobula japanica,260,kg,HK,LK,,T,W,E
2021,Myliobatidae,Mobula,Mobula spp.,140,kg,HK,LK,,T,W,E
2021,Myliobatidae,Mobula,Mobula tarapacana,100,kg,HK,LK,,T,W,E
2017,Sphyrnidae,Sphyrna,Sphyrna lewini,211.03,kg,CN,MX,,T,W,E
2018,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,900,kg,HK,LK,,T,W,E
2018,Myliobatidae,Mobula,Mobula japanica,125,kg,HK,LK,,T,W,E
2018,Myliobatidae,Mobula,Mobula tarapacana,75,kg,HK,LK,,T,W,E
2020,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,10000,kg,HK,LK,,T,W,E
2020,Sphyrnidae,Sphyrna,Sphyrna zygaena,64.6,kg,HK,LK,,T,W,I
2018,Alopiidae,Alopias,Alopias pelagicus,700,kg,PE,EC,,T,O,E
2018,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,400,kg,PE,EC,,T,O,E
2020,Lamnidae,Isurus,Isurus oxyrinchus,1668.65,kg,SG,NAM,,T,W,I
2018,Sphyrnidae,Sphyrna,Sphyrna zygaena,200,kg,HK,YE,,T,W,E
2021,Lamnidae,Isurus,Isurus oxyrinchus,163,kg,SG,ES,,T,O,I
2021,Lamnidae,Isurus,Isurus oxyrinchus,564,kg,SG,ES,,T,X,I
2021,Lamnidae,Isurus,Isurus paucus,232,kg,SG,ES,,T,X,I
2021,Lamnidae,Isurus,Isurus paucus,86,kg,SG,ES,,T,O,I
2020,Lamnidae,Isurus,Isurus oxyrinchus,946,kg,SG,NAM,,T,W,I
2020,Lamnidae,Isurus,Isurus oxyrinchus,1172,kg,KP,NAM,,T,W,E
2020,Lamnidae,Isurus,Isurus oxyrinchus,4251,kg,TW,VU,,T,W,E
2018,Sphyrnidae,Sphyrna,Sphyrna mokarran,105,kg,HK,YE,,T,W,E
2021,Lamnidae,Isurus,Isurus oxyrinchus,3870,kg,KR,TW,,T,W,I
2021,Lamnidae,Isurus,Isurus oxyrinchus,5920,kg,KR,TW,,T,W,I
2018,Alopiidae,Alopias,Alopias pelagicus,3000,kg,HK,PE,,T,W,I
2018,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,300,kg,HK,PE,,T,W,I
2018,Sphyrnidae,Sphyrna,Sphyrna lewini,200,kg,HK,PE,,T,W,I
2018,Sphyrnidae,Sphyrna,Sphyrna zygaena,600,kg,HK,PE,,T,W,I
2021,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,400.6,kg,HK,ID,,T,W,E
2021,Sphyrnidae,Sphyrna,Sphyrna lewini,27.62,kg,HK,ID,,T,W,E
2021,Sphyrnidae,Sphyrna,Sphyrna mokarran,4.19,kg,HK,ID,,T,W,E
2020,Lamnidae,Isurus,Isurus oxyrinchus,81.1,kg,CN,MX,,T,W,E
2021,Lamnidae,Isurus,Isurus oxyrinchus,287,kg,KR,TW,,T,W,I
2021,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,1100,kg,HK,LK,,T,W,E
2021,Sphyrnidae,Sphyrna,Sphyrna lewini,180,kg,HK,LK,,T,W,E
2020,Lamnidae,Isurus,Isurus oxyrinchus,772.2,kg,HK,MA,,T,W,E
2020,Lamnidae,Isurus,Isurus oxyrinchus,1340,kg,KR,VU,,T,W,E
2019,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,3500,kg,HK,LK,,T,W,E
2019,Carcharhinidae,Carcharhinus,Carcharhinus longimanus,185,kg,CN,SN,,T,W,E
2019,Sphyrnidae,Sphyrna,Sphyrna zygaena,160,kg,CN,SN,,T,W,E
2020,Lamnidae,Isurus,Isurus oxyrinchus,550,kg,TW,VU,,T,W,E
2020,Lamnidae,Isurus,Isurus oxyrinchus,2636,kg,ES,MA,,T,W,I
2020,Lamnidae,Isurus,Isurus oxyrinchus,2298,kg,ES,MA,,T,W,E
2021,Lamnidae,Isurus,Isurus oxyrinchus,768.425,kg,HK,MA,,T,W,E
2021,Alopiidae,Alopias,Alopias pelagicus,57.56,kg,HK,MX,,T,W,I
2021,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,249.6,kg,HK,MX,,T,W,I
2020,Lamnidae,Isurus,Isurus oxyrinchus,820,kg,TW,SC,,T,W,E
2021,Lamnidae,Isurus,Isurus oxyrinchus,344,kg,SG,NAM,,T,W,I
2021,Lamnidae,Isurus,Isurus oxyrinchus,25835,kg,NL,NAM,,T,W,E
2019,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,2036.4,kg,HK,ID,,T,W,I
2020,Lamnidae,Isurus,Isurus oxyrinchus,24088,kg,NL,NAM,,T,W,E
2021,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,408.8,kg,SG,PE,,T,W,I
2019,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,91.6,kg,CN,MX,,T,W,E
2021,Alopiidae,Alopias,Alopias pelagicus,523,kg,HK,CR,,T,W,I
2021,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,2659.05,kg,HK,CR,,T,W,I
2019,Sphyrnidae,Sphyrna,Sphyrna zygaena,772,kg,HK,PE,,T,W,I
2019,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,169.36,kg,CN,MX,,T,W,E
2019,Sphyrnidae,Sphyrna,Sphyrna zygaena,749.53,kg,CN,MX,,T,W,E
2019,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,190.76,kg,HK,MX,,T,W,I
2017,Alopiidae,Alopias,Alopias pelagicus,215,kg,CN,MX,,T,O,E
2017,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,1048,kg,CN,MX,,T,O,E
2017,Sphyrnidae,Sphyrna,Sphyrna lewini,49,kg,CN,MX,,T,W,E
2017,Sphyrnidae,Sphyrna,Sphyrna zygaena,440,kg,CN,MX,,T,W,E
2018,Alopiidae,Alopias,Alopias vulpinus,1403,kg,HK,PE,,T,W,I
2021,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,4000,kg,HK,LK,,T,W,E
2021,Lamnidae,Isurus,Isurus oxyrinchus,1000,kg,HK,LK,,T,W,E
2019,Sphyrnidae,Sphyrna,Sphyrna lewini,10.9,kg,HK,AU,,T,W,E
2019,Sphyrnidae,Sphyrna,Sphyrna mokarran,57.2,kg,HK,AU,,T,W,E
2018,Alopiidae,Alopias,Alopias pelagicus,2160,kg,PE,EC,,T,O,E
2018,Alopiidae,Alopias,Alopias superciliosus,120,kg,PE,EC,,T,O,E
2018,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,390,kg,PE,EC,,T,O,E
2018,Alopiidae,Alopias,Alopias pelagicus,2000,kg,PE,EC,,T,O,E
2021,Myliobatidae,Mobula,Mobula mobular,100,kg,HK,LK,,T,W,E
2021,Myliobatidae,Mobula,Mobula spp.,200,kg,HK,LK,,T,W,E
2021,Myliobatidae,Mobula,Mobula tarapacana,50,kg,HK,LK,,T,W,E
2021,Lamnidae,Isurus,Isurus oxyrinchus,535,kg,KR,NAM,,T,W,E
2022,Alopiidae,Alopias,Alopias pelagicus,19252,kg,PE,EC,,T,W,E
2018,Alopiidae,Alopias,Alopias pelagicus,2440,kg,PE,EC,,T,O,E
2018,Alopiidae,Alopias,Alopias superciliosus,80,kg,PE,EC,,T,O,E
2018,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,200,kg,PE,EC,,T,O,E
2019,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,594.5,kg,CN,MX,,T,W,E
2019,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,101.2,kg,HK,MX,,T,W,I
2020,Lamnidae,Isurus,Isurus oxyrinchus,2743.3,kg,SG,ES,,T,O,E
2021,Alopiidae,Alopias,Alopias pelagicus,7399,kg,PE,EC,,T,W,I
2018,Sphyrnidae,Sphyrna,Sphyrna lewini,1550,kg,HK,YE,,T,W,E
2022,Sphyrnidae,Sphyrna,Sphyrna lewini,100,kg,HK,LK,,T,W,E
2021,Lamnidae,Isurus,Isurus oxyrinchus,654,kg,SG,NAM,,T,W,I
2017,Sphyrnidae,Sphyrna,Sphyrna lewini,158.6,kg,HK,MX,,T,W,I
2017,Sphyrnidae,Sphyrna,Sphyrna zygaena,574.7,kg,HK,MX,,T,W,I
2021,Alopiidae,Alopias,Alopias superciliosus,86,kg,HK,OM,,T,W,E
2021,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,22,kg,HK,OM,,T,W,E
2021,Carcharhinidae,Carcharhinus,Carcharhinus longimanus,44,kg,HK,OM,,T,W,E
2021,Sphyrnidae,Sphyrna,Sphyrna zygaena,194,kg,HK,OM,,T,W,E
2020,Lamnidae,Isurus,Isurus oxyrinchus,1137.45,kg,SG,MA,,T,W,I
2019,Alopiidae,Alopias,Alopias vulpinus,134.717,kg,HK,NI,,T,W,I
2019,Sphyrnidae,Sphyrna,Sphyrna lewini,916.71,kg,HK,NI,,T,W,I
2019,Sphyrnidae,Sphyrna,Sphyrna mokarran,679.4814,kg,HK,NI,,T,W,I
2016,Sphyrnidae,Sphyrna,Sphyrna lewini,165.44,kg,HK,MX,,T,W,I
2021,Lamnidae,Isurus,Isurus oxyrinchus,1354,kg,KR,NAM,,T,W,E
2022,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,200,kg,HK,LK,,T,W,E
2022,Sphyrnidae,Sphyrna,Sphyrna lewini,150,kg,HK,LK,,T,W,E
2021,Alopiidae,Alopias,Alopias pelagicus,4340,kg,HK,PE,,T,W,I
2021,Alopiidae,Alopias,Alopias superciliosus,160,kg,HK,PE,,T,W,I
2021,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,897.25,kg,HK,PE,,T,W,I
2021,Lamnidae,Isurus,Isurus oxyrinchus,100,kg,HK,PE,,T,W,I
2020,Alopiidae,Alopias,Alopias pelagicus,523,kg,HK,CR,,,,E
2020,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,2659.05,kg,HK,CR,,,,E
2021,Alopiidae,Alopias,Alopias pelagicus,18019,kg,PE,EC,,T,W,I
2021,Alopiidae,Alopias,Alopias superciliosus,1459,kg,PE,EC,,T,W,I
2021,Alopiidae,Alopias,Alopias pelagicus,9213,kg,PE,EC,,T,W,E
2021,Alopiidae,Alopias,Alopias superciliosus,381.5,kg,HK,MX,,T,W,I
2021,Lamnidae,Isurus,Isurus oxyrinchus,46.1,kg,HK,MX,,T,W,I
2021,Lamnidae,Isurus,Isurus oxyrinchus,6613,kg,SG,ES,HS,T,X,E
2015,Sphyrnidae,Sphyrna,Sphyrna mokarran,669,kg,CN,MX,,T,W,E
2020,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,625.3,kg,HK,ID,,T,W,E
2021,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,3525.27,kg,HK,CR,,T,W,I
2020,Alopiidae,Alopias,Alopias pelagicus,198.1,kg,CN,MX,,T,W,E
2020,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,88.7,kg,CN,MX,,T,W,E
2020,Sphyrnidae,Sphyrna,Sphyrna zygaena,316.3,kg,CN,MX,,T,W,E
2018,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,850,kg,HK,LK,,T,W,E
2021,Lamnidae,Isurus,Isurus oxyrinchus,5155,kg,KR,TW,,T,W,I
2017,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,425,kg,CN,MX,,T,O,E
2017,Sphyrnidae,Sphyrna,Sphyrna zygaena,2390,kg,CN,MX,,T,W,E
2020,Lamnidae,Isurus,Isurus oxyrinchus,2124,kg,TW,SC,,T,W,E
2016,Sphyrnidae,Sphyrna,Sphyrna lewini,11800,kg,KR,CN,,T,O,E
2019,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,159.93,kg,HK,MX,,T,W,I
2018,Alopiidae,Alopias,Alopias pelagicus,1200,kg,PE,EC,,T,W,I
2018,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,80,kg,PE,EC,,T,W,I
2022,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,70,kg,HK,NI,,T,W,E
2022,Sphyrnidae,Sphyrna,Sphyrna lewini,30,kg,HK,NI,,T,W,E
2022,Sphyrnidae,Sphyrna,Sphyrna mokarran,20,kg,HK,NI,,T,W,E
2018,Alopiidae,Alopias,Alopias pelagicus,1491,kg,PE,EC,,T,W,I
2018,Alopiidae,Alopias,Alopias superciliosus,369,kg,PE,EC,,T,W,I
2018,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,70,kg,PE,EC,,T,W,I
2020,Lamnidae,Isurus,Isurus oxyrinchus,7412,kg,TW,SC,,T,W,E
2022,Myliobatidae,Mobula,Mobula japanica,800,kg,HK,LK,,T,W,E
2022,Myliobatidae,Mobula,Mobula spp.,900,kg,HK,LK,,T,W,E
2022,Myliobatidae,Mobula,Mobula tarapacana,800,kg,HK,LK,,T,W,E
2020,Sphyrnidae,Sphyrna,Sphyrna lewini,616.7,kg,HK,MX,,T,W,I
2021,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,2500,kg,HK,LK,,T,W,E
2021,Lamnidae,Isurus,Isurus oxyrinchus,5154,kg,KR,TW,,T,W,I
2020,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,146.2,kg,CN,MX,,T,W,E
2020,Sphyrnidae,Sphyrna,Sphyrna zygaena,344.9,kg,CN,MX,,T,W,E
2018,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,2500,kg,HK,LK,,T,W,E
2019,Alopiidae,Alopias,Alopias pelagicus,183.35,kg,HK,CR,,,,E
2019,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,1195.5,kg,HK,CR,,,,E
2020,Alopiidae,Alopias,Alopias pelagicus,266.8,kg,HK,CR,,,,E
2020,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,2447.65,kg,HK,CR,,,,E
2021,Lamnidae,Isurus,Isurus oxyrinchus,709,kg,KR,TW,,T,W,I
2019,Myliobatidae,Mobula,Mobula japanica,250,kg,HK,LK,,T,W,E
2019,Myliobatidae,Mobula,Mobula tarapacana,250,kg,HK,LK,,T,W,E
2019,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,1020,kg,HK,LK,,T,W,E
2020,Alopiidae,Alopias,Alopias pelagicus,240.65,kg,HK,CR,,,,E
2020,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,2485.58,kg,HK,CR,,,,E
2021,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,472.91,kg,HK,ID,,T,W,E
2021,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,884.3,kg,HK,ID,,T,W,E
2021,Sphyrnidae,Sphyrna,Sphyrna lewini,52.5,kg,HK,ID,,T,W,E
2020,Lamnidae,Isurus,Isurus oxyrinchus,25590,kg,KR,ES,,T,W,I
2021,Lamnidae,Isurus,Isurus oxyrinchus,2344,kg,SG,NAM,,T,W,I
2018,Alopiidae,Alopias,Alopias pelagicus,3315,kg,PE,EC,,T,O,E
2018,Alopiidae,Alopias,Alopias superciliosus,385,kg,PE,EC,,T,O,E
2018,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,190,kg,PE,EC,,T,O,E
2018,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,130,kg,PE,EC,,T,O,E
